Local_To_Overseas_Twinnings::pk_local_to_overseas_twinnings_ID,Local_To_Overseas_Twinnings::fk_localconference_ID,Local_To_Overseas_Twinnings::fk_overseasconference_ID,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_ActiveFlag,Local_To_Overseas_Twinnings::----- U I  F I E L D S -----,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_GreenActive,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_RedInActive,Local_To_Overseas_Twinnings::----- L O O K  U P S -----,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_State_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_DioCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_RegionalCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Parish_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Country_LU
5797,279,16882,,,,,,ST MICHAEL,QLD,ROCKHAMPTON,ROCKHAMPTON,MOURA,St Joseph Conference SRN: 16881: Neak Loeung,Cambodia
5799,129,16883,,,,,,ST ELIZABETH,QLD,SOUTHERN,ANNERLEY,EKIBIN,Our Lady of Holy Rosary Conference SRN: 16883: ,Bangladesh
5800,129,16884,,,,,,ST ELIZABETH,QLD,SOUTHERN,ANNERLEY,EKIBIN,Sacred Heart Catholic Church SRN: 16884: ,Myanmar
5802,480,16885,,,,,,SACRED HEART,NSW,BROKEN BAY,ST IVES,PYMBLE,St John the Apostle SRN: 16885: ,Fiji
5856,660,16886,,,,,,ST ALPHONSUS,VIC,NORTH WESTERN,BALLARAT,WENDOUREE,Don Bosco SRN: 16886: Bagalur,India
5804,1680,16887,,,,,,ST CATHERINE,QLD,TOWNSVILLE,SOUTHERN,PROSERPINE,St Peter and Paul Conference SRN: 16887: ,Philippines
5805,1583,16888,,,,,,CROYDON,SA,ADELAIDE,WESTERN,CROYDON,Prophet Daniel Conference SRN: 16888: ,Philippines
5806,635,16889,,,,,,KINGSWOOD,SA,ADELAIDE,SOUTHERN,KINGSWOOD,St Justin De Jacobis (Y) SRN: 16889: ,Philippines
5812,16823,16890,,,,,,Western Young Vinnies SRN: 16823,,Western,Essendon,Essendon,St Joseph: ,Myanmar
5808,16824,16891,,,,,,Goulburn Valley Regional Council,,Eastern Central,Goulburn Valley,Goulburn Valley,Kottar Central Council SRN: 16891: ,India
5813,16829,16892,,,,,,St Therese’s Parish,VIC,Western,Essendon,Essendon,Mother of God: ,Myanmar
5814,16830,16893,,,,,,St Anne’s ,VIC,,,Seaford,St John Conference SRN: 16893: Taom,Cambodia
5815,1237,16894,,,,,,ST MADELINE SRN: 1237,NSW,PARRAMATTA,PARRAMATTA,KENTHURST,St Francis Assisi SRN: 16894: ,Thailand
5817,16831,16895,,,,,,St Columba’s Primary,NSW,Maitland-Newcastle,Newcastle,Adamstown,Mary Rosa Mystical SRN: 16895: Lard Prow,Thailand
5816,839,16896,,,,,,CORPUS CHRISTI,NSW,MAITLAND/NEWCASTLE,NEWCASTLE,WARATAH,St John the Apostle SRN: 16896: Ban Prongyen,Thailand
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5825,179,16901,,,,,,SACRED HEART,QLD,GOLD COAST CNTY,LOGAN & ALBERT,BEAUDESERT,St Teresa SRN: 16901: Siem Reap,Cambodia
5827,1585,16902,,,,,,PARA HILLS,SA,ADELAIDE,CENTRAL DIST,PARA HILLS,St Mary Junior SRN: 16902: Thekkemala,India
6165,16833,16903,,,,,,St Joseph,,,Sunraysia,Ouyen,St Francis Xavier SRN: 16903: Svay Sisophon,Cambodia
5829,1600,16904,,,,,,TRANMERE CONFERENCE,SA,ADELAIDE,NORTHERN,TRANMERE,St Mathew’s SRN: 16904: Madukka,India
5831,1522,16905,,,,,,MCCOSKER HOUSE,NSW,LISMORE,HASTINGS,WAUCHOPE,O.L of Lourdes : Huatakehk,Thailand
5844,2225,16906,,,,,,CORPUS CHRISTI,VIC,WESTERN,BROADMEADOWS,GLENROY,Mother  Theresa (W) SRN: 16906: Kadikuppam,India
6275,16811,16907,,,,,,St Mary,VIC,Western,Geelong,Geelong,St John Maria Viany (L) SRN: 16907: Punnapra,India
5846,2102,16908,,,,,,ST MARTIN OF TOURS,VIC,NORTHERN,DIAMOND VALLEY,MACLEOD,St Jude SRN: 16908: Maharajanagar,India
6542,491,16909,,,,,,SACRED HEART,VIC,EASTERN,YARRA VALLEY,CROYDON,St Raphael SRN: 16909: Vallam,India
5848,2094,16910,,,,,,ST DAMIEN,VIC,NORTHERN,DIAMOND VALLEY,BUNDOORA,St Antoney’s SRN: 16910: Kallidaikurichi,India
5849,1426,16911,,,,,,ST IGNATIUS (L),VIC,NORTHERN,MELBOURNE,RICHMOND,Mother of Perpetual Help SRN: 16911: Bakhtiarpur,India
6086,2096,16912,,,,,,ST BERNADETTE,VIC,NORTHERN,DIAMOND VALLEY,IVANHOE WEST,St Peter’s SRN: 16912: Karikkuzhi,India
5851,364,16913,,,,,,ST CLARE,VIC,EASTERN,BOX HILL,BOX HILL NORTH,St Jude’s SRN: 16913: Thathyuram,India
5852,1206,16914,,,,,,ST ANTHONY,VIC,EASTERN,WAVERLEY,GLEN HUNTLY,Divine Mercy SRN: 16914: Kuniamuthur,India
5853,365,16915,,,,,,HOLY REDEEMER,VIC,EASTERN,BOX HILL,SURREY HILLS,St Sebastian SRN: 16915: Kuruppam,India
6456,2082,16916,,,,,,HOLY SPIRIT,VIC,WESTERN,GEELONG,MANIFOLD HEIGHTS,St Mary SRN: 16916: Mattoor Town,India
5875,338,16918,,,,,,ST VINCENT DE PAUL,WA,,,KWINANA,Gate of Heaven (Y) Conference SRN: 16918: ,Philippines
5876,510,16919,,,,,,ST ANTHONY,WA,,,WANNEROO,St Catherine Laboure (Y) Conference SRN: 16919: ,Philippines
6008,2105,16920,,,,,,ST DOMINIC AUS SRN: 2105,VIC,EASTERN,CAMBERWELL,CAMBERWELL EAST,ST. LOUISE DE MARILLAC (Y) CONFERENCE SRN: 16920: ,Philippines
6011,2586,16921,,,,,,ST MICHAEL & ST JOHN AUS SRN: 2586,VIC,NORTH WESTERN,WIMMERA,HORSHAM,ST MAGDALENE (A) CONFERENCE SRN: 16921: ,Philippines
5861,51,16922,,,,,,HOLY SPIRIT,QLD,NORTHERN,NORTHERN SUBURBS,PINE RIVERS,St Joseph SRN: 16922: Kottamam,India
5862,53,16923,,,,,,ST PASCHAL,QLD,NORTHERN,NORTHERN SUBURBS,PINE RIVERS,St Mary SRN: 16923: Panayarakkal,India
6529,11472,16924,,,,,,OUR LADY OF THE PINES ASRN: 11472,VIC,EASTERN,RINGWOOD,DONVALE,St James SRN: 16924: Sayathurai,India
5864,190,16925,,,,,,AQUINAS COLLEGE,QLD,GOLD COAST CNTY,GOLD COAST,SOUTHPORT,St Francis Xavier  SRN: 16925: Palaniarpalayam,India
5865,1453,16926,,,,,,ST PATRICK,QLD,ROCKHAMPTON,BUNDABERG,WEST BUNDABERG,St Difina SRN: 16926: Maruvakadi,India
5866,275,16927,,,,,,ST JOSEPH,QLD,ROCKHAMPTON,ROCKHAMPTON,BILOELA,St Mary Margaret (W) SRN: 16927: Maithara,India
6123,1489,16928,,,,,,LIDCOMBE,NSW,SYDNEY ARCH,LIBERTY PLAINS,LIDCOMBE,Mother of People of God (M) SRN: 16928: Vadakkal,India
5868,1710,16929,,,,,,ST PATRICK,QLD,TOWNSVILLE,WESTERN,WINTON,St Dominic Church SRN: 16929: Miyar,India
5869,2586,16930,,,,,,ST MICHAEL & ST JOHN,VIC,NORTH WESTERN,WIMMERA,HORSHAM,Infant Jesus SRN: 16930: ,India
5870,1803,16931,,,,,,ST PATRICK SRN: 1803,VIC,NORTH WESTERN,COLAC,CAMPERDOWN,St Anthony SRN: 16931: ,India
5871,1799,16932,,,,,,ST ANTHONY,VIC,SOUTHERN,DANDENONG,NOBLE PARK,Christ the Saviour Conference SRN: 16932: ,India
5872,2105,16933,,,,,,ST DOMINIC,VIC,EASTERN,CAMBERWELL,CAMBERWELL EAST,St Joseph Conference SRN: 16933: ,India
5877,807,16934,,,,,,ST THERESE,NSW,ARMIDALE,NAMOI BARWON,MOREE,Mother Theresa SRN: 16934: Poonkavu,India
5878,255,16935,,,,,,ST FRANCIS XAVIER,NSW,SYDNEY ARCH,LIVERPOOL,LURNEA,St Joseph (L) SRN: 16935: Chethy,India
5879,813,16936,,,,,,ST MARY,NSW,ARMIDALE,NORTH EASTERN,INVERELL,St Thomas (Y) SRN: 16936: Kottiyoor,India
5880,80,16937,,,,,,ST AGNES,NSW,SYDNEY ARCH,SOUTH SYDNEY,MATRAVILLE,St Mary SRN: 16937: Kalpra,India
5881,13,16938,,,,,,ST CATHERINE LABOURE DAY,NSW,SYDNEY ARCH,SUTHERLAND,GYMEA,Our Lady of Health SRN: 16938: Boys Company,India
5882,762,16939,,,,,,ST AUGUSTINE,NSW,LISMORE,ORARA,COFFS HARBOUR,Holy Family SRN: 16939: Koluvally,India
5883,6168,16940,,,,,,ST JOHN,NSW,LISMORE,RICHMOND,EVANS HEAD,St George SRN: 16940: Adampara,India
5884,1034,16941,,,,,,SVDP AUXILIARY,NSW,LISMORE,RICHMOND,LISMORE,St Mary SRN: 16941: Mudur,India
5885,778,16942,,,,,,ST MARY,NSW,LISMORE,CLARENCE,MACLEAN,St Jude SRN: 16942: Chepparamba,India
5886,997,16943,,,,,,ST JAMES,NSW,LISMORE,CLARENCE,YAMBA,Cherupushpa SRN: 16943: Chandanakampara,India
5887,6168,16944,,,,,,ST JOHN,NSW,LISMORE,RICHMOND,EVANS HEAD,Nithyasahaya Matha SRN: 16944: Chendamangalam,India
5891,16845,16945,,,,,,Personal AUS SRN: 16845,,,,"Personal
",St Mary (M) SRN: 16945: Arrattupara,India
5892,830,16946,,,,,,ST JOSEPH/ST MARY,NSW,SYDNEY ARCH,SOUTH SYDNEY,MAROUBRA,St Francis SRN: 16946: Salesiar,India
5893,13,16947,,,,,,ST CATHERINE LABOURE DAY,NSW,SYDNEY ARCH,SUTHERLAND,GYMEA,Infant Jesus SRN: 16947: Chandanathode,India
5894,509,16948,,,,,,SACRED HEART (DAY- LADIES),NSW,WAGGA WAGGA,MURRUMBIDGEE,GRIFFITH,St Xavier SRN: 16948: Akkalmadam,India
5901,1684,16949,,,,,,ST MARY,QLD,TOWNSVILLE,SOUTHERN,BOWEN,St George SRN: 16949: Jadkal,India
5902,1684,16950,,,,,,ST MARY,QLD,TOWNSVILLE,SOUTHERN,BOWEN,St Sebastian SRN: 16950: Kappankolly,India
5905,13,16951,,,,,,ST CATHERINE LABOURE DAY,NSW,SYDNEY ARCH,SUTHERLAND,GYMEA,St Joseph SRN: 16951: Thoothoor,India
5906,1204,16952,,,,,,GEELONG (Y),VIC,WESTERN,GEELONG,GEELONG,St Mary (Y) SRN: 16952: Annai Nagar,India
5910,461,16953,,,,,,ST BRIGID,VIC,SOUTHERN,MENTONE,MORDIALLOC,Sacred Heart SRN: 16953: Pyay Diocese,Myanmar
,,,,,,,,,,,,,,
5916,752,16955,,,,,,ST FRANCIS XAVIER,NSW,WOLLONGONG,WOLLONGONG,WOLLONGONG,St Xavier SRN: 16955: Jagdishpur,India
5917,1268,16956,,,,,,ST GERARD MAJELLA,NSW,BROKEN BAY,HORNSBY,CARLINGFORD,Kanuka Matha SRN: 16956: Tudi,India
5919,1621,16957,,,,,,ST JOSEPH,WA,,,SUBIACO,San Roque (Y) Conference SRN: 16957: ,Philippines
5920,324,16958,,,,,,ST JOSEPH,WA,,,BUSSELTON,Infant Jesus SRN: 16958: Pathirappally,India
5925,1237,16959,,,,,,ST MADELINE SRN: 1237,NSW,PARRAMATTA,PARRAMATTA,KENTHURST,Sto. Domingo (A) SRN: 16959: ,Philippines
5927,700,16960,,,,,,O.L. OF DOLOURS,NSW,BROKEN BAY,ST IVES,CHATSWOOD,St Yohanes Pemandi SRN: 16960: Surabaya,Indonesia
5928,700,16961,,,,,,O.L. OF DOLOURS,NSW,BROKEN BAY,ST IVES,CHATSWOOD,St Joseph SRN: 16961: ,Thailand
5929,1645,16962,,,,,,ST ANNE,WA,,,BELMONT/REDCLIFFE,St Louise de Marillac SRN: 16962: Panda,India
5930,700,16963,,,,,,O.L. OF DOLOURS,NSW,BROKEN BAY,ST IVES,CHATSWOOD,St Antony Conference SRN: 16963: Anaikudi,India
5931,2172,16964,,,,,,ST JOSEPH,VIC,EASTERN,CAMBERWELL,MALVERN,St Michael SRN: 16964: Mudalcheri,India
5933,1150,16965,,,,,,ST EDWARD,NSW,BATHURST,ORANGE,CANOWINDRA,St  Joseph Conference SRN: 16965: ,Philippines
5934,1165,16966,,,,,,ST JAMES,NSW,BATHURST,ORANGE,BLAYNEY,Sagrada Familia Conference SRN: 16966: ,Philippines
5935,2112,16967,,,,,,ST JOSEPH,QLD,TOOWOOMBA,TOOWOOMBA,HELIDON,Holy Spirit SRN: 16967: Vatva,India
5936,2195,16968,,,,,,ST JOSEPH,VIC,SALE,SOUTH GIPPSLAND,WONTHAGGI,St Francis Xavier SRN: 16968: ,India
5941,857,16969,,,,,,ST MARGARET MARY,NSW,PARRAMATTA,PARRAMATTA,MERRYLANDS,O.L. of Lourdes SRN: 16969: Chituguppi,India
5942,16608,16970,,,,,,GIPPSLAND CENTRAL COUNCIL,VIC,GIPPSLAND,LATROBE VALLEY,GIPPSLAND,St Christophorus Conference SRN: 16970: ,Indonesia
5943,2628,16971,,,,,,ST PATRICK AUS SRN: 2628,QLD,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,Little Flower (M) SRN: 16971: Muthirery,India
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5946,16859,16974,,,,,,Personal AUS SRN: 16859,,,,National Council of Australia,St John the Apostle SRN: 16974: ,Thailand
6536,20,16975,,,,,,ST JOSEPH ,TAS,,DEVONPORT,DEVONPORT EAST,St Jude (L) SRN: 16975: Chunkappara,India
5948,16861,16976,,,,,,Personal AUS SRN: 16861,,,,National Council of Australia,St Isidore Conference SRN: 16976: ,Philippines
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5959,1313,16979,,,,,,EDWARDSTOWN,SA,ADELAIDE,SOUTHERN,EDWARDSTOWN,Holy Family SRN: 16979: Kovenda,India
5960,1313,16980,,,,,,EDWARDSTOWN,SA,ADELAIDE,SOUTHERN,EDWARDSTOWN,St George SRN: 16980: Munnoorppilly,India
6075,2300,16981,,,,,,O.L. HELP OF CHRISTIANS,VIC,NORTH WESTERN,GLENELG,WARRNAMBOOL,Rosalie Rendu Conference SRN: 16981: Daraga,Philippines
,,,,,,,,,,,,,,
5971,16867,16983,,,,,,Immaculate Conception AUS SRN: 16867,,,South West,Harvey,Deva Matha Conference SRN: 16983: Thennikulam,India
5973,254,16984,,,,,,ST JOSEPH,QLD,TOOWOOMBA,WARWICK,STANTHORPE,Mother of God SRN:16984: Shantinagar,India
6199,16865,16985,,,,,,St Brigid ASRN: 16865,QLD,,,Cairns,Sto. Nino Conference SRN: 16985: ,Philippines
5980,993,16986,,,,,,ST PATRICK,NSW,SYDNEY ARCH,WESTERN SUBURBS,SUMMER HILL,Our Lady of Rosary SRN: 16986: Sattaheep,Thailand
5984,16873,16988,,,,,,Personal: McKeon AUS SRN: 16873,,,,Mt Gambier,St Joseph the Worker Primary School SRN: 16988: Nausori,Fiji
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
6042,1684,16992,,,,,,ST MARY AUS SRN: 1684,QLD,TOWNSVILLE,SOUTHERN,BOWEN,Sacred Heart of Jesus SRN: 16992: Shamboor,India
5993,16878,16993,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,Maruthunjaya Conference SRN: 16993: Ananthavaram,India
5994,16878,16994,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,Immaculate Conception SRN: 16994: Keloth,India
5995,16878,16995,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,Christ the King SRN: 16995: Ponvila,India
5996,16878,16996,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,Mother Theresa Conference SRN: 16996: Kozhuvanal,India
5997,16878,16997,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,St Ann’s Conference SRN: 16997: Samtoli,India
5998,16878,16998,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,St Joseph’s Conference SRN: 16998: Katukona,India
5999,16878,16999,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,St Antony’s Conference SRN: 16999: Urathikottai,India
6000,16878,17000,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,Don Bosco Student Youth SRN: 17000: Londanpet,India
6001,16878,17001,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,Sacred Heart SRN: 17001: Kundukulam,India
6002,16878,17002,,,,,,National Council of Australia AUS SRN: 16878,,,,N/A,Mary Matha (L) SRN: 17002: Chilavu,India
6034,16885,17003,,,,,,Benalla Youth Group,,North Eastern,Wangaratta,Benalla,St Catherine SRN: 17003: Boeung Tumpun,Cambodia
6035,385,17004,,,,,,ST BERNARD,VIC,WESTERN,CENTRAL HIGHLANDS,BACCHUS MARSH,St Jacob SRN: 17004: Katel,India
6013,1805,17005,,,,,,ST LUKE,VIC,Eastern Central,RINGWOOD,BLACKBURN SOUTH,Sacred Heart (Y) SRN: 17005: ,Philippines
6014,515,17006,,,,,,HOLY SPIRIT,VIC,Eastern Central,RINGWOOD,RINGWOOD NORTH,San Juan Ma. Vianney (Y) SRN: 17006: ,Philippines
6015,1224,17007,,,,,,ST MARY'S STAR OF THE SEA AUS SRN: 1224,VIC,SALE,SOUTH GIPPSLAND,COWES,St Edward SRN: 17007: Aranmula,India
6016,2053,17008,,,,,,O.L. OF GOOD COUNSEL SRN: 2053,VIC,Eastern Central,CAMBERWELL,DEEPDENE,St Sebastian SRN: 17008: Kazhakkunnum,India
6017,2053,17009,,,,,,O.L. OF GOOD COUNSEL SRN: 2053,VIC,Eastern Central,CAMBERWELL,DEEPDENE,Holy Family SRN: 17009: Chulliyamkulam,India
6018,515,17010,,,,,,HOLY SPIRIT,VIC,Eastern Central,RINGWOOD,RINGWOOD NORTH,St Mary’s SRN: 17010: Vanchinagar,India
6019,16880,17011,,,,,,St Joseph’s AUS SRN: 16880,,North Western,Wimmera,Dimboola,Loorthu Matha SRN: 17011: Chenamcode,India
6020,16881,17012,,,,,,Hunter Homeless Conference ASRN: 16881,,,,East Mailtand,St Irene SRN: 17012: Ampur Muang,Thailand
6021,1905,17013,,,,,,ST FRANCIS XAVIER,NSW,MAITLAND/NEWCASTLE,EAST LAKES,BELMONT,Good Shepherd Conference SRN: 17013: Ban Nongphai,Thailand
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
6032,404,17017,,,,,,ST BERNARD,NSW,BROKEN BAY,HORNSBY,BEROWRA,St Anne SRN: 17017: Ban Nonprasert,Thailand
6033,713,17018,,,,,,HOLY NAME,NSW,BROKEN BAY,HORNSBY,WAHROONGA,Jesus of Nazareth SRN: 17018: Ban Samyeak,Thailand
6056,758,17019,,,,,,OUR LADY OF ROSARY,NSW,BROKEN BAY,GOSFORD,WYOMING,St Tarcisius SRN: 17019: Bojonegoro,Indonesia
6041,361,17020,,,,,,ST SCHOLASTICA,VIC,EASTERN,BOX HILL,BENNETTSWOOD,St James SRN: 17020: N. Jhalarsingh,India
6043,1795,17021,,,,,,O.L. STAR OF THE SEA,VIC,NORTH WESTERN,COLAC,APOLLO BAY,Infant Jesus SRN: 17021: Tant Yan,Myanmar
6044,1875,17022,,,,,,ST  FINBAR (N),NSW,PARRAMATTA,BLUE MOUNTAINS,GLENBROOK,Holy Family SRN: 17022: Thmey Pich,Cambodia
6045,461,17023,,,,,,ST BRIGID,VIC,SOUTHERN,MENTONE,MORDIALLOC,Nitya Sahayamatha SRN: 17023: Pedapalem - B,India
6046,16886,17024,,,,,,Immaculate Conception,,,,Westernport,The Most Holy Saviour SRN: 17024: Agrar,India
6532,920,17025,,,,,,STS PETER AND PAUL,NSW,CANBERRA GOULBURN,GOULBURN,GOULBURN,Holy Family SRN: 17025: Ezhamkulam,India
6048,1786,17026,,,,,,ST PATRICK,VIC,Southern,BERWICK,PAKENHAM,Holy Family SRN: 17026: Tbong Khmum,Cambodia
6057,1832,17027,,,,,,ST KEVIN,NSW,MAITLAND/NEWCASTLE,EAST LAKES,CARDIFF,St Monica SRN: 17027: Ban Nonsupun,Thailand
6064,1487,17028,,,,,,ST COLUMBIA,NSW,MAITLAND/NEWCASTLE,NEWCASTLE,ADAMSTOWN,St Thomas (Mix) SRN: 17028: Arattuthara,India
6070,2085,17029,,,,,,ST JOSEPH,VIC,SOUTHERN,MENTONE,CHELSEA,St Joseph SRN: 17029: Godavarru,India
6071,514,17030,,,,,,SACRED HEART,VIC,NORTHERN,PRESTON,PRESTON,St Annal SRN: 17030: Arulanandapuram,India
6074,2051,17031,,,,,,ST PATRICK,VIC,North Eastern,WANGARATTA,WANGARATTA,St Michael (Garicoits) SRN: 17031: Chieng Doa,Thailand
6076,211,17032,,,,,,SACRED HEART,QLD,WESTERN BRISBANE,IPSWICH,BOOVAL,St Francis de Sales (Y) SRN: 17032: ,Philippines
6077,2064,17033,,,,,,YOUNG VINCENTIANS AUS SRN: 2064,VIC,WESTERN,GEELONG,CORIO,Maria Goretti (Y) SRN: 17033: ,Philippines
6078,16896,17034,,,,,,Personal,,,,Wanneroo,St Anthony de Padua (Y) SRN: 17034: ,Philippines
,,,,,,,,,,,,,,
6081,1750,17036,,,,,,ST MARK,NSW,SYDNEY ARCH,ROZELLE,DRUMMOYNE,Holy Spirit Conference SRN: 17036: ,Bangladesh
6082,16898,17037,,,,,,St. Luke’s Conference ASRN: 16898,,,,Woodvale,Blessed Mother Theresa (L) SRN: 17037: Paruthivilai,India
6087,16723,17038,,,,,,ST THOMAS THE APOSTLE AUS SRN: 16723,WA,,,CLAREMONT,St Clara SRN: 17038: Phnom Penh,Cambodia
6088,1109,17040,,,,,,ST THOMAS THE APOSTLE,ACT,CANBERRA GOULBURN,TUGGERANONG,KAMBAH,St Fransiskus Asisi SRN: 17040: Danga,Indonesia
6089,1109,17041,,,,,,ST THOMAS THE APOSTLE,ACT,CANBERRA GOULBURN,TUGGERANONG,KAMBAH,St Bunda Segala SRN: 17041: Bangsa,Indonesia
6090,110,17042,,,,,,HOLY NAME,QLD,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,St Helens SRN: 17042: J. Gollapalli,India
6092,513,17043,,,,,,ST MATHEW,WA,,,BULLSBROOK,Blessed Mother Theresa (L) SRN: 17043: Tholoyavattam,India
6093,1646,17044,,,,,,ST BRIGID,WA,,,LESMURDIE,St Jude SRN: 17044: adimali,India
6094,16896,17045,,,,,,Personal,,,,Wanneroo,St Joseph (A) SRN: 17045: ,Philippines
6096,964,17046,,,,,,ST VINCENT DE PAUL,ACT,CANBERRA GOULBURN,BELCONNEN,ARANDA,St Joseph SRN: 17046: Suddapalli,India
6097,201,17047,,,,,,O.L. OF  SACRED HEART AUS SRN: 201,QLD,WESTERN BRISBANE,SOUTH WESTERN,DARRA,St Thomas SRN: 17047: ,Bangladesh
6108,2628,17048,,,,,,ST PATRICK AUS SRN: 2628,QLD,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,St Lucy  SRN: 17048: Ban Cumyai,Thailand
6099,980,17049,,,,,,ST VINCENT,NSW,SYDNEY ARCH,WESTERN SUBURBS,ASHFIELD,St Vianny Conference SRN: 17049: ,Bangladesh
6100,998,17050,,,,,,HOLY ROSARY,VIC,SANDHURST,BENDIGO,WHITE HILLS,Immaculate Heart of Mary SRN: 17050: ,Bangladesh
6101,2076,17051,,,,,,ST BEDE,VIC,EASTERN,CAMBERWELL,BALWYN NORTH,St Peter & Paul SRN: 17051: ,Bangladesh
6102,16901,17052,,,,,,St Joseph’s,,Northern,Preston,Mernda,St Joseph SRN: 17052: ,Bangladesh
6103,133,17053,,,,,,MARY IMMACULATE,QLD,SOUTHERN,ANNERLEY,ANNERLEY,O.L. of Lourdes SRN: 17053: Bangsakae,Thailand
6104,133,17054,,,,,,MARY IMMACULATE,QLD,SOUTHERN,ANNERLEY,ANNERLEY,St Maria Diangkat Ke Surga SRN: 17054: Ngawi,Indonesia
6105,1490,17055,,,,,,ST JOHN OF GOD,NSW,SYDNEY ARCH,LIBERTY PLAINS,AUBURN,St Fransiskus Xaverius SRN: 17055: Malang,Indonesia
6106,215,17056,,,,,,ST THOMAS MORE,QLD,TOOWOOMBA,TOOWOOMBA,SOUTH TOOWOOMBA,Malaikat Gabriel SRN: 17056: Lawang,Indonesia
6107,215,17057,,,,,,ST THOMAS MORE,QLD,TOOWOOMBA,TOOWOOMBA,SOUTH TOOWOOMBA,St Joseph SRN: 17057: Ban Pong,Thailand
6109,1418,17058,,,,,,SACRED HEART,NSW,SYDNEY ARCH,EASTERN SUBURBS,DARLINGHURST,St Martin de Porres SRN: 17058: Ban Nasing,Thailand
6110,1433,17059,,,,,,ST JOSEPH,NSW,SYDNEY ARCH,EASTERN SUBURBS,EDGECLIFF,Holy Redeemer SRN: 17059: Ban Pakkart,Thailand
6111,1433,17060,,,,,,ST JOSEPH,NSW,SYDNEY ARCH,EASTERN SUBURBS,EDGECLIFF,Queen of Angels SRN: 17060: Ban Nonyangkum,Thailand
6112,1433,17061,,,,,,ST JOSEPH,NSW,SYDNEY ARCH,EASTERN SUBURBS,EDGECLIFF,St Christofer SRN: 17061: Ban Suksamrung,Thailand
6113,2113,17062,,,,,,HOLY CROSS 2113,QLD,TOOWOOMBA,WARWICK,KILLARNEY/YANGAN,Christ the King SRN: 17062: Hantoa,PNG
6115,16902,17063,,,,,,St Teresa Conference,,,,Toowoomba,St Francis Xavier’s SRN: 17063: Rangoon,Myanmar
6116,16902,17064,,,,,,St Theresa Conference,,,,Toowoomba,St Rafael SRN: 17064: Oepoi,Indonesia
6117,1730,17065,,,,,,ST JOSEPH ASRN: 1730,QLD,CAIRNS,TABLELAND,ATHERTON,Sacred Heart SRN: 17065: Tinputz,PNG
6118,497,17066,,,,,,SACRED HEART,WA,,Queens Park,THORNLIE,Mary Help of Christians SRN: 17066: ,Myanmar
6119,1629,17067,,,,,,O.L. OF THE MOST BLESSED SACRAMENT,WA,,Queens Park,GOSNELLS,Mother Theresa-Dolours SRN: 17067: ,India
6120,1719,17068,,,,,,ST ANTHONY,QLD,CAIRNS,TABLELAND,MAREEBA,Sacred Heart SRN: 17068: Adra,India
,,,,,,,,,,,,,,
6124,5550,17071,,,,,,CORPUS CHRISTI,,,HOBART,BELLERIVE,St John Bosco SRN: 17071: Mazhavankaranai,India
6125,16574,17072,,,,,,ST PETER,QLD,,,ROCHEDALE,St Francis Xavier SRN: 17072: ,Myanmar
6126,253,17073,,,,,,ST MARY 253,QLD,TOOWOOMBA,WARWICK,WARWICK,St Gabriel SRN: 17073: ,Indonesia
6127,204,17074,,,,,,ST MARK,QLD,WESTERN BRISBANE,SOUTH WESTERN,INALA,St Michael SRN: 17074: Dala,Myanmar
6128,200,17075,,,,,,CHRIST THE KING ASRN: 200,QLD,WESTERN BRISBANE,SOUTH WESTERN,GRACEVILLE,Sacred Heart SRN: 17075: Thway Htan,Myanmar
6129,890,17076,,,,,,ST GABRIEL (L),NSW,SYDNEY ARCH,ST GEORGE,BEXLEY,Our Lady of Rosary SRN: 17076: Chakkupallam,India
