Local_To_Overseas_Twinnings::pk_local_to_overseas_twinnings_ID,Local_To_Overseas_Twinnings::fk_localconference_ID,Local_To_Overseas_Twinnings::fk_overseasconference_ID,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_ActiveFlag,Local_To_Overseas_Twinnings::----- U I  F I E L D S -----,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_GreenActive,Local_To_Overseas_Twinnings::c_UI_local_to_overseas_twinnings_RedInActive,Local_To_Overseas_Twinnings::----- L O O K  U P S -----,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_State_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_DioCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_RegionalCouncil_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Local_Conf_Parish_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Name_LU,Local_To_Overseas_Twinnings::local_to_overseas_twinnings_Overseas_Conf_Country_LU
5539,162,6634,,,,,,GUARDIAN ANGELS,,SOUTHERN,SOUTH EASTERN,WYNNUM,SACRED HEART: KOMALLOOR,INDIA
3454,164,164,,,,,,O.L. OF GRACE,,SOUTHERN,SOUTH EASTERN,CARINA,O.L. OF GRACE: MAYANNUR,INDIA
3456,164,167,,,,,,O.L. OF GRACE,,SOUTHERN,SOUTH EASTERN,CARINA,ST JUDE: NATTIKA,INDIA
3455,165,165,,,,,,STAR OF THE SEA,,GOLD COAST CNTY,REDLANDS,CLEVELAND,ST FRANCIS: VELUR BAZAR,INDIA
5502,166,6568,,,,,,ST ANTHONY,,GOLD COAST CNTY,REDLANDS,ALEXANDRA HILLS,SACRED HEART: PORT VILA,VANUATU
5598,166,6699,,,,,,ST ANTHONY,,GOLD COAST CNTY,REDLANDS,ALEXANDRA HILLS,ST PETER: DINGADUBA,BANGLADESH
,,,,,,,,,,,,,,
3575,169,405,,,,,,ST EDWARD,,GOLD COAST CNTY,SPRINGWOOD,DAISY HILL,ST CATHERINE: ,PAKISTAN
3459,170,170,,,,,,ST ALOYSIUS PRIMARY SCHOOL,,SYDNEY ARCH,SUTHERLAND,CRONULLA,ST JOHN THE BAPTIST (L): KUNNATHUKAL,INDIA
3462,173,173,,,,,,O.L. OF FATIMA,,GOLD COAST CNTY,SPRINGWOOD,ACACIA RIDGE,CHRIST THE TRUE LIFE: ,PAKISTAN
3463,175,175,,,,,,ST PATRICK,,GOLD COAST CNTY,LOGAN & ALBERT,BEENLEIGH,CHRIST THE TRUE PEACE: ,PAKISTAN
3464,176,176,,,,,,ST MARY,,GOLD COAST CNTY,LOGAN & ALBERT,BEAUDESERT,CHRIST THE TRUE DIRECTOR: ,PAKISTAN
3465,177,177,,,,,,ST BERNADINE,,GOLD COAST CNTY,LOGAN & ALBERT,BROWNS PLAINS,ST DOMINIC: ,PAKISTAN
3466,178,178,,,,,,ST MATTHEW,,GOLD COAST CNTY,LOGAN & ALBERT,LOGANHOLME,ST THERESA: ,PAKISTAN
3467,179,179,,,,,,SACRED HEART,,GOLD COAST CNTY,LOGAN & ALBERT,BEAUDESERT,O.L. OF THE PORT: VENDURUTHY,INDIA
3468,180,180,,,,,,ST JOHN THE BAPTIST,,GOLD COAST CNTY,LOGAN & ALBERT,MT TAMBORINE,CHRIST THE KING: ,INDIA
4873,181,2575,,,,,,ST AUGUSTINE,,GOLD COAST CNTY,GOLD COAST,COOLANGATTA,ST ANTHONY THE ABBOTT: MARAMBADI,INDIA
5634,181,6741,,,,,,ST AUGUSTINE,,GOLD COAST CNTY,GOLD COAST,COOLANGATTA,RESURRECTION: ROHINI DELHI,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5506,183,6572,,,,,,ST VINCENT,,GOLD COAST CNTY,GOLD COAST,SURFERS PARADISE,INFANT JESUS: CHETTIKULAM,INDIA
3471,184,184,,,,,,INFANT SAVIOUR,,GOLD COAST CNTY,GOLD COAST,BURLEIGH HEADS,ST JOSEPH: VYNTHALA,INDIA
,,,,,,,,,,,,,,
5561,184,6660,,,,,,INFANT SAVIOUR,,GOLD COAST CNTY,GOLD COAST,BURLEIGH HEADS,ST MICHEL: ST MICHEL COLONY,INDIA
3472,185,185,,,,,,GUARDIAN ANGELS,,GOLD COAST CNTY,GOLD COAST,SOUTHPORT,ST JOHN: PARAPPUKARA,INDIA
4728,186,2385,,,,,,ST BRIGID,,GOLD COAST CNTY,GOLD COAST,NERANG,ST SEBASTIAN: PAPANASAM,INDIA
3473,188,189,,,,,,HOLY FAMILY,,GOLD COAST CNTY,GOLD COAST,RUNAWAY BAY,ST ANTONY: AMARAVILA,INDIA
5494,188,6552,,,,,,HOLY FAMILY,,GOLD COAST CNTY,GOLD COAST,RUNAWAY BAY,ST SEBASTIAN: NADUVATTAM,INDIA
5635,188,6742,,,,,,HOLY FAMILY,,GOLD COAST CNTY,GOLD COAST,RUNAWAY BAY,ST ANDREW: FARIDABAD,INDIA
,,,,,,,,,,,,,,
3476,194,194,,,,,,ST LUKE,,GOLD COAST,REDLAND BAY,CAPALABA,JESUS AND MARY: ,PAKISTAN
3477,197,197,,,,,,ST MARY,,WESTERN BRISBANE,IPSWICH,GATTON,ST GERARD: ,PAKISTAN
5088,198,5857,,,,,,ST THOMAS ACQUINAS,,WESTERN BRISBANE,SOUTH WESTERN,ST LUCIA,SAN ISIDRO LABRADOR: PAYAC,PHILIPPINES
5089,198,5859,,,,,,ST THOMAS ACQUINAS,,WESTERN BRISBANE,SOUTH WESTERN,ST LUCIA,O.L. OF LOURDES: LINAMANAN,PHILIPPINES
3479,200,200,,,,,,CHRIST THE KING,,WESTERN BRISBANE,SOUTH WESTERN,GRACEVILLE,O.L. OF MERCY (M): ,PAKISTAN
3480,201,201,,,,,,O.L. OF  SACRED HEART,,WESTERN BRISBANE,SOUTH WESTERN,DARRA,ST PETER: ,PAKISTAN
3483,201,207,,,,,,O.L. OF  SACRED HEART,,WESTERN BRISBANE,SOUTH WESTERN,DARRA,ST ALPHONSA: ,INDIA
3511,202,244,,,,,,ST JOSEPH,,WESTERN BRISBANE,SOUTH WESTERN,CORINDA,ACHCHA CHARAWAHA BRADRI: ,PAKISTAN
5233,205,6124,,,,,,HOLY FAMILY,,WESTERN BRISBANE,SOUTH WESTERN,INDOOROOPILLY,ST THERESE OF THE CHILD JESUS: LABO,PHILIPPINES
4520,208,2024,,,,,,ST FRANCIS XAVIER,,WESTERN BRISBANE,IPSWICH,GOODNA,O.L. OF MIRACULOUS MEDAL (Y): NAGA CI,PHILIPPINES
3484,210,210,,,,,,ST CATHERINE,,WESTERN BRISBANE,IPSWICH,EAST IPSWICH,ST PETER: ,PAKISTAN
3485,211,211,,,,,,SACRED HEART,,WESTERN BRISBANE,IPSWICH,BOOVAL,ST DOMINIC: ,PAKISTAN
3486,212,212,,,,,,ST JOSEPH,,WESTERN BRISBANE,IPSWICH,NORTH IPSWICH,ST FRANCIS: ,PAKISTAN
3487,213,213,,,,,,GOOD SHEPHERD,,NORTHERN,SUNSHINE COAST,KAWANA,ST VINCENT FERRER (A): ,PHILIPPINES
3488,214,214,,,,,,HOLY ANGELS,,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,SPEAK THOU THE LORD: ,PAKISTAN
3489,215,215,,,,,,ST THOMAS MORE,,TOOWOOMBA,TOOWOOMBA,SOUTH TOOWOOMBA,CHRIST THE TRUE LIGHT: ,PAKISTAN
3495,215,221,,,,,,ST THOMAS MORE,,TOOWOOMBA,TOOWOOMBA,SOUTH TOOWOOMBA,ST PAUL : ,PAKISTAN
3503,215,230,,,,,,ST THOMAS MORE,,TOOWOOMBA,TOOWOOMBA,SOUTH TOOWOOMBA,ST THOMAS : ,PAKISTAN
3492,218,218,,,,,,ST THERESA,,TOOWOOMBA,TOOWOOMBA,HARLAXTON,CONFERENCE OF FAITH: ,PAKISTAN
3505,218,233,,,,,,ST THERESA,,TOOWOOMBA,TOOWOOMBA,HARLAXTON,ST MARK: ,PAKISTAN
5491,218,6548,,,,,,ST THERESA,,TOOWOOMBA,TOOWOOMBA,HARLAXTON,ST MICHAEL: SENGUDI,INDIA
3496,222,222,,,,,,"O.L. OF MERCY, LORETTO & PADUA",,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,DOMINIC SAVIO: ,PAKISTAN
3497,223,223,,,,,,O.L. OF LOURDES,,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,ST PETER: ,PAKISTAN
3506,223,234,,,,,,O.L. OF LOURDES,,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,ST JOHN : ,PAKISTAN
3510,223,243,,,,,,O.L. OF LOURDES,,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,BEDAG KANWARI: ,PAKISTAN
5490,223,6547,,,,,,O.L. OF LOURDES,,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,ST THERESAL: (SENJAI) KARAIKUDI,INDIA
3498,224,224,,,,,,DOWNLANDS SCHOOL (Y),,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,ST LUKE: ,PAKISTAN
3499,225,225,,,,,,HOSTEL CONFERENCE,,TOOWOOMBA,TOOWOOMBA,TOOWOOMBA,ST JOHN: ,PAKISTAN
3500,226,226,,,,,,ST MONICA,,TOOWOOMBA,TOOWOOMBA,OAKEY,ST JAMES: ,PAKISTAN
3501,227,227,,,,,,ST MATTHEW,,TOOWOOMBA,TOOWOOMBA,CROWS NEST,ST ANDREW: ,PAKISTAN
3502,228,228,,,,,,ST STEPHEN,,TOOWOOMBA,TOOWOOMBA,PITTSWORTH,ST THERESA: ,PAKISTAN
5160,237,6023,,,,,,ALL SAINTS,,TOOWOOMBA,ROMA,ROMA,ST PETER (VANITHA): MUTTICHUR,INDIA
5161,238,6024,,,,,,ST MARY,,TOOWOOMBA,ROMA,TAROOM,KANIKKAMATHA: PANAMUKKU,INDIA
5481,239,6533,,,,,,ST PATRICK,,TOOWOOMBA,ROMA,ST GEORGE,AMALAANNAI: KOOTHALOOR,INDIA
3508,240,240,,,,,,ALL SAINTS (Y),,TOOWOOMBA,ROMA,ROMA,ST SAVIO (Y): ,INDIA
3509,241,241,,,,,,ST MARY,,TOOWOOMBA,WARWICK,GOONDIWINDI,ST JAMES: ,PAKISTAN
3513,246,246,,,,,,STS JAMES & JOHN,,TOOWOOMBA,WARWICK,CLIFTON,UNITY CONFERENCE: ,PAKISTAN
3518,246,252,,,,,,STS JAMES & JOHN,,TOOWOOMBA,WARWICK,CLIFTON,HOLY ROSARY: ,PAKISTAN
5488,246,6545,,,,,,STS JAMES & JOHN,,TOOWOOMBA,WARWICK,CLIFTON,ST XAVIER: ARAVAKURICHI,INDIA
3517,251,251,,,,,,ST PATRICK,,TOOWOOMBA,WARWICK,ALLORA,HOLY ROSARY: ,PAKISTAN
3559,251,368,,,,,,ST PATRICK,,TOOWOOMBA,WARWICK,ALLORA,OUR LADY OF HOLY ROSARY: ,BANGLADESH
3507,253,235,,,,,,ST MARY,,TOOWOOMBA,WARWICK,WARWICK,KHUDA NEGEBAN: ,PAKISTAN
3516,253,250,,,,,,ST MARY,,TOOWOOMBA,WARWICK,WARWICK,BISHOPS HOUSE: ,PAKISTAN
5492,253,6549,,,,,,ST MARY,,TOOWOOMBA,WARWICK,WARWICK,ST ANTONY: KALLADITHIDAL,INDIA
3504,254,232,,,,,,ST JOSEPH,,TOOWOOMBA,WARWICK,STANTHORPE,MOTHER OF JESUS: ,PAKISTAN
5647,254,6762,,,,,,ST JOSEPH,,TOOWOOMBA,WARWICK,STANTHORPE,BHAVANIMATHA: BHAVANI,INDIA
,,,,,,,,,,,,,,
3519,256,256,,,,,,ST JOSEPH,,TOOWOOMBA,DALBY,DALBY,HOLY CROSS (L): VELLAYIL,INDIA
3522,256,260,,,,,,ST JOSEPH,,TOOWOOMBA,DALBY,DALBY,NITHYA SAHAYA MATHA: KOTTILA,INDIA
5487,256,6544,,,,,,ST JOSEPH,,TOOWOOMBA,DALBY,DALBY,ST JOSEPH: PODANUR,INDIA
6212,259,257,,,,,,O. L.  HELP OF CHRISTIANS AUS SRN: 259,QLD,TOOWOOMBA,DALBY,CHINCHILLA,ST JOSEPH SRN: 257: KATTIKULAM,INDIA
3521,257,258,,,,,,REGIONAL COUNCIL,,TOOWOOMBA,DALBY,DALBY,ST JOSEPH (L): PILAKKAVU,INDIA
5608,259,6710,,,,,,O. L.  HELP OF CHRISTIANS,,TOOWOOMBA,DALBY,CHINCHILLA,ST MARY: VIMALAGIRI,INDIA
,,,,,,,,,,,,,,
5546,262,6641,,,,,,ST PATRICK,,ROCKHAMPTON,ROCKHAMPTON,EMERALD,ST MARY: KUNNAMKULAM,INDIA
5547,262,6642,,,,,,ST PATRICK,,ROCKHAMPTON,ROCKHAMPTON,EMERALD,ST GEORGE: CHATHAMATTAM,INDIA
5555,264,6651,,,,,,SACRED HEART,,ROCKHAMPTON,ROCKHAMPTON,BARCALDINE,ST CHINNA THERESAMMA (W): SATTENAPALLI,INDIA
5562,265,6661,,,,,,ST BRIGID,,ROCKHAMPTON,ROCKHAMPTON,LONGREACH,ST THOMAS: THRIKKARIYOOR,INDIA
5563,266,6662,,,,,,O.L. OF SACRED HEART,,ROCKHAMPTON,ROCKHAMPTON,SPRINGSURE,NIRMALA MATHA: MUVATTUPUZHA,INDIA
5565,266,6664,,,,,,O.L. OF SACRED HEART,,ROCKHAMPTON,ROCKHAMPTON,SPRINGSURE,ST GEORGE: PERUMANNOOR,INDIA
5643,266,6757,,,,,,O.L. OF SACRED HEART,,ROCKHAMPTON,ROCKHAMPTON,SPRINGSURE,CHRIST THE KING: KAYYAR,INDIA
,,,,,,,,,,,,,,
5483,267,6535,,,,,,ST MARY,,ROCKHAMPTON,ROCKHAMPTON,CLEARMONT,ST AROCKIA ANNAI: SAYALGUDI,INDIA
5564,267,6663,,,,,,ST MARY,,ROCKHAMPTON,ROCKHAMPTON,CLEARMONT,ST MARY: KAITHAPPARA,INDIA
3527,274,276,,,,,,ST JOSEPH,,ROCKHAMPTON,ROCKHAMPTON,CAPELLA,ST MARY: CHITTISSERY,INDIA
5031,274,5759,,,,,,ST JOSEPH,,ROCKHAMPTON,ROCKHAMPTON,CAPELLA,ST FRANCIS DE SHANTHAL (VANITHA): (VANITHA) KUNJITHI,INDIA
,,,,,,,,,,,,,,
4981,275,5641,,,,,,ST JOSEPH,,ROCKHAMPTON,ROCKHAMPTON,BILOELA,ST MARY (L): KODUNGALLOOR,INDIA
5566,275,6665,,,,,,ST JOSEPH,,ROCKHAMPTON,ROCKHAMPTON,BILOELA,ST SEBASTIAN: KEERAMPARA,INDIA
3528,278,283,,,,,,ST THERESA,,ROCKHAMPTON,ROCKHAMPTON,MONTO,CHRIST THE KING (L): PERUMPALLY,INDIA
5549,278,6644,,,,,,ST THERESA,,ROCKHAMPTON,ROCKHAMPTON,MONTO,ST THOMAS: SANTHOM HILL,INDIA
5544,279,6639,,,,,,ST MICHAEL,,ROCKHAMPTON,ROCKHAMPTON,MOURA,ST MICHEL: KACHITHODE,INDIA
3525,280,273,,,,,,O.L. STAR OF THE SEA,,ROCKHAMPTON,ROCKHAMPTON,GLADSTONE,ST ANTHONY: KHANNAR NAGAR,INDIA
5560,280,6659,,,,,,O.L. STAR OF THE SEA,,ROCKHAMPTON,ROCKHAMPTON,GLADSTONE,ST MARY: VANUKURU,INDIA
5567,280,6666,,,,,,O.L. STAR OF THE SEA,,ROCKHAMPTON,ROCKHAMPTON,GLADSTONE,ST MARY: AMBIKAPURAM,INDIA
3565,285,381,,,,,,O.L. OF FATIMA (NIGHT ),,SYDNEY ARCH,SUTHERLAND,CARINGBAH,DIVINE PROVIDENCE: VIDURA,INDIA
3709,285,692,,,,,,O.L. OF FATIMA (NIGHT ),,SYDNEY ARCH,SUTHERLAND,CARINGBAH,ST ANTONY : MEENACHIL,INDIA
3717,285,704,,,,,,O.L. OF FATIMA (NIGHT ),,SYDNEY ARCH,SUTHERLAND,CARINGBAH,ST JOSEPH: KEEZHOOR,INDIA
4887,285,2592,,,,,,O.L. OF FATIMA (NIGHT ),,SYDNEY ARCH,SUTHERLAND,CARINGBAH,O.L. OF HEALTH: STH KOLLOMCODE,INDIA
4889,285,2594,,,,,,O.L. OF FATIMA (NIGHT ),,SYDNEY ARCH,SUTHERLAND,CARINGBAH,ST MARY: PORANNOR,INDIA
3530,286,286,,,,,,HOLY FAMILY,,SYDNEY ARCH,SUTHERLAND,MENAI,ST EPHREM: KAVEEKKUNNU,INDIA
3725,286,724,,,,,,HOLY FAMILY,,SYDNEY ARCH,SUTHERLAND,MENAI,HOLY FAMILY (Y): NAZARETH,INDIA
3531,287,287,,,,,,O.L. STAR OF THE SEA (NIGHT),,SYDNEY ARCH,SUTHERLAND,MIRANDA,ST GREGORIOUS: KIZHAPARAYA,INDIA
3720,287,710,,,,,,O.L. STAR OF THE SEA (NIGHT),,SYDNEY ARCH,SUTHERLAND,MIRANDA,ST MARY (L): FATHIMAPURAM,INDIA
3724,287,723,,,,,,O.L. STAR OF THE SEA (NIGHT),,SYDNEY ARCH,SUTHERLAND,MIRANDA,ST THOMAS: MONIPPALLY,INDIA
3532,292,292,,,,,,ST BRIGID,,WOLLONGONG,WOLLONGONG,GWYNNEVILLE,ST MARY: MUTHRATHIKARA,INDIA
5095,292,5896,,,,,,ST BRIGID,,WOLLONGONG,WOLLONGONG,GWYNNEVILLE,CCM JUNIOR: KARIKKATTOR,INDIA
5406,292,6441,,,,,,ST BRIGID,,WOLLONGONG,WOLLONGONG,GWYNNEVILLE,ST MARIA: BAYAL,INDONESIA
5843,6098,6611,,,,,,MATER CHRISTI,WA,,,YANGEBUP,ST PAUL SRN: 6611: YANAMADALA,INDIA
,,,,,,,,,,,,,,
3904,321,1033,,,,,,ST JOSEPH,,,,ALBANY,ST CATHERINE LABOURE: ,PHILIPPINES
5606,322,6707,,,,,,ST PATRICK,,,,BUNBURY,ST THOMAS (Y): THARIODE,INDIA
,,,,,,,,,,,,,,
5206,325,6078,,,,,,ST BRIGID,,,,COLLIE,ST JOSEPH: GOPALAPURAM,INDIA
3536,326,326,,,,,,ST FRANCIS XAVIER,,,,GERALDTON,ST MARY: ,INDIA
4934,326,2650,,,,,,ST FRANCIS XAVIER,,,,GERALDTON,ST GREGORIOUS : ,INDIA
3537,327,327,,,,,,ST MARY,,,,KALGOORLIE,ST BAHANAN: PALANILKUNNATHIL,INDIA
4390,327,1737,,,,,,ST MARY,,,,KALGOORLIE,ST ANTONY: ,INDIA
3539,330,330,,,,,,ST JOSEPH,,,,MANJIMUP,ST MARY: ARUVATHUKONAM,INDIA
4391,330,1738,,,,,,ST JOSEPH,,,,MANJIMUP,ST JOSEPH: POOTHURAI,INDIA
3540,331,331,,,,,,ST MATTHEW,,,,NARROGIN,ST GEORGE: KOZHIKODE,INDIA
3541,332,332,,,,,,ST PAUL,,,,KARRATHA,ST PIUS X: CHERUVARAKONAM,INDIA
5623,333,6729,,,,,,ST JOHN THE BAPTIST,,,,SOUTH HEDLAND,ST JOSEPH: ARAVANCHAL,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3542,336,334,,,,,,O.L. OF MOUNT CARMEL,,,,HILTON,ST THOMAS: ,INDIA
3543,337,337,,,,,,O.L. OF ASSUMPTION,,,,MANDURAH,ST MARY: ,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
5899,1684,6097,,,,,,ST MARY,QLD,TOWNSVILLE,SOUTHERN,BOWEN,ST ANTONY SRN: 6097: ERUMPILY,INDIA
,,,,,,,,,,,,,,
5758,337,6515,,,,,,O.L. OF ASSUMPTION,WA,,,MANDURAH,ST SEBASTIAN SRN: 6515: MADATHATTUVILAI,INDIA
3545,340,340,,,,,,ST THOMAS MORE,,,,BATEMAN,ST JUDE: NARICKAL,INDIA
4336,340,1630,,,,,,ST THOMAS MORE,,,,BATEMAN,ST PETER: ,INDIA
4933,340,2649,,,,,,ST THOMAS MORE,,,,BATEMAN,ST JOSEPH: ,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3547,342,342,,,,,,STS JOHN AND PAUL,,,,WILLETTON,ST MARY: VETTIYAR,INDIA
5633,342,6740,,,,,,STS JOHN AND PAUL,,,,WILLETTON,ST NICHOLAS (YOUTH): AMPHUR MUANG,THAILAND
5783,1433,346,,,,,,ST JOSEPH,NSW,SYDNEY ARCH,EASTERN SUBURBS,EDGECLIFF,ST JOSEPH SRN: 346: PILLATHOPPU,INDIA
5784,1433,1414,,,,,,ST JOSEPH,NSW,SYDNEY ARCH,EASTERN SUBURBS,EDGECLIFF,ST JUDE SRN: 1414: ,PAKISTAN
3551,347,347,,,,,,DOVER HEIGHTS,,SYDNEY ARCH,EASTERN SUBURBS,DOVER HEIGHTS,ST MARY: PARAKONAM,INDIA
3552,348,348,,,,,,ST AUGUSTINE,,NORTH WESTERN,BALLARAT,MARYBOROUGH,ST LOURDES: PUNNAI NAGAR,INDIA
,,,,,,,,,,,,,,
6050,16887,350,,,,,,St Mary,,North Eastern,Bendigo,Castlemaine,HOLY FAMILY SRN: 350: MAWLAMYINE,MYANMAR
6049,16887,6419,,,,,,St Mary,,North Eastern,Bendigo,Castlemaine,ST GABRIEL PERBOYRE SRN: 6419: LAHUG,PHILIPPINES
3553,352,349,,,,,,CATHEDRAL,,SANDHURST,BENDIGO,BENDIGO,ST THERESE: PHYARPOW,MYANMAR
4042,352,1222,,,,,,CATHEDRAL,,SANDHURST,BENDIGO,BENDIGO,ST ANTONY (L): KALAYANAD,INDIA
4600,352,2158,,,,,,CATHEDRAL,,SANDHURST,BENDIGO,BENDIGO,SACRED HEART: N PANJAMPATTI,INDIA
5105,352,5911,,,,,,CATHEDRAL,,SANDHURST,BENDIGO,BENDIGO,ST PAUL: GARA LODHMA,INDIA
,,,,,,,,,,,,,,
4754,362,2429,,,,,,ST BENEDICT,,EASTERN,BOX HILL,BURWOOD,ST JOHN: PUNALVASAL,INDIA
5083,362,5841,,,,,,ST BENEDICT,,EASTERN,BOX HILL,BURWOOD,SAN VINCENTE FERRER: ,PHILIPPINES
3557,363,363,,,,,,ST JOHN BOSCO,,SYDNEY ARCH,LIVERPOOL,SMITHFIELD,CHRIST THE KING: MULAVILAI,INDIA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
6469,365,1906,,,,,,HOLY REDEEMER AUS SRN: 365,VIC,EASTERN,BOX HILL,Surrey Hills/Wattle Park,NIRMALA Conference SRN: 1906: ,INDIA
6470,365,6622,,,,,,HOLY REDEEMER AUS SRN: 365,VIC,EASTERN,BOX HILL,Surrey Hills/Wattle Park, ST JOSEPH SRN: 6622: MAMBRA,INDIA
5913,635,375,,,,,,KINGSWOOD,SA,ADELAIDE,SOUTHERN,KINGSWOOD,O.L. OF VELANKANNI SRN: 375: ,INDIA
,,,,,,,,,,,,,,
3607,376,483,,,,,,REGIONAL COUNCIL,,BROKEN BAY,HORNSBY,HORNSBY,ST THOMAS (JNR): AMBOORI,INDIA
4207,376,1428,,,,,,REGIONAL COUNCIL,,BROKEN BAY,HORNSBY,HORNSBY,ST ELIZABETH : ,PAKISTAN
5193,376,6065,,,,,,REGIONAL COUNCIL,,BROKEN BAY,HORNSBY,HORNSBY,MOTHER ROSARY: KANJIRACODE,INDIA
3563,377,377,,,,,,IMMACULATE CONCEPTION,,EASTERN,CAMBERWELL,HAWTHORN,ST VINCENT DE PAUL (Y): ,PHILIPPINES
4545,377,2077,,,,,,IMMACULATE CONCEPTION,,EASTERN,CAMBERWELL,HAWTHORN,MILAGROSA (FACULTY): ,PHILIPPINES
5187,377,6059,,,,,,IMMACULATE CONCEPTION,,EASTERN,CAMBERWELL,HAWTHORN,ST JOSEPH NEPUMSIAN: KONTHURUTHY,INDIA
5312,377,6267,,,,,,IMMACULATE CONCEPTION,,EASTERN,CAMBERWELL,HAWTHORN,ST MARY: PARANDODE,INDIA
5498,377,6559,,,,,,IMMACULATE CONCEPTION,,EASTERN,CAMBERWELL,HAWTHORN,ST MARY: KALEMYO,MYANMAR
5499,377,6560,,,,,,IMMACULATE CONCEPTION,,EASTERN,CAMBERWELL,HAWTHORN,MARY HELP OF CHRISTIAN'S CATHOLIC CHURCH: TANG YAN,MYANMAR
5013,382,5728,,,,,,ST ALOYSIUS (NIGHT),,SYDNEY ARCH,SUTHERLAND,CRONULLA,ST MARY: NARIANGANAM,INDIA
5214,382,6094,,,,,,ST ALOYSIUS (NIGHT),,SYDNEY ARCH,SUTHERLAND,CRONULLA,BLESSED ALPHONSA (W): CHOONDACHERRY,INDIA
5818,2593,384,,,,,,ST JOHN BOSCO,NSW,SYDNEY ARCH,SUTHERLAND,ENGADINE,ST AGATHA (Y) SRN: 384: ,INDIA
5819,2593,754,,,,,,ST JOHN BOSCO,NSW,SYDNEY ARCH,SUTHERLAND,ENGADINE,ST JOSEPH SRN: 754: KUDAKKACHIRA,INDIA
5820,2593,5727,,,,,,ST JOHN BOSCO,NSW,SYDNEY ARCH,SUTHERLAND,ENGADINE,HOLY CROSS SRN: 5727: SLEEVAPURAM,INDIA
,,,,,,,,,,,,,,
3948,388,1107,,,,,,ST MARY,,WESTERN,CENTRAL HIGHLANDS,SEYMOUR,ST ANTHONY: BIHAR,INDIA
4666,388,2312,,,,,,ST MARY,,WESTERN,CENTRAL HIGHLANDS,SEYMOUR,ST MARY: RADHAPURAM,INDIA
4836,388,2527,,,,,,ST MARY,,WESTERN,CENTRAL HIGHLANDS,SEYMOUR,ST JOSEPH: KUPPAYKODE,INDIA
3570,399,399,,,,,,ST ANTHONY,,NORTHERN,DIAMOND VALLEY,ALPHINGTON,ST MARY (L): THUMPOLY,INDIA
3571,401,401,,,,,,ST PATRICK,,BROKEN BAY,HORNSBY,ASQUITH,ST JOSEPH: PODIMATTOM,INDIA
4208,401,1429,,,,,,ST PATRICK,,BROKEN BAY,HORNSBY,ASQUITH,ST BARNABAS: ,PAKISTAN
,,,,,,,,,,,,,,
5185,403,6057,,,,,,ST JOHN THE EVANGELIST,,NORTHERN,DIAMOND VALLEY,HEIDELBERG,ST MARY: KAITHARAM,INDIA
,,,,,,,,,,,,,,
5195,404,6067,,,,,,ST BERNARD,,BROKEN BAY,HORNSBY,BEROWRA,LOURD MARY (WOMEN): BALASORE,INDIA
4018,410,1196,,,,,,ST COLMAN,,NORTH WESTERN,COLAC,MORTLAKE,ST JOSEPH: TENTULIKHUNTI,INDIA
4100,410,1300,,,,,,ST COLMAN,,NORTH WESTERN,COLAC,MORTLAKE,HOLY NAME OF JESUS: CHOLBURI,THAILAND
5215,410,6095,,,,,,ST COLMAN,,NORTH WESTERN,COLAC,MORTLAKE,ST JOHN: PERIYAPPURAM,INDIA
3578,419,419,,,,,,REGIONAL COUNCIL,,SYDNEY ARCH,SUTHERLAND,SUTHERLAND (Y),ST DOMINIC: ,INDIA
,,,,,,,,,,,,,,
5985,16874,6266,,,,,,St Thomas Aquinas AUS SRN: 16874,,,,Norlane,INFANT JESUS SRN: 6266: VEDEKKUMPOIL,INDIA
4755,422,2430,,,,,,ST FRANCIS XAVIER,,WESTERN,GEELONG,CORIO,ST IGNATIUS: KOKKUDI,INDIA
6279,16811,429,,,,,,St Mary,VIC,Western,Geelong,Geelong,ST JUDE SRN: 429: KANBE,MYANMAR
6276,16811,822,,,,,,St Mary,VIC,Western,Geelong,Geelong,ST JOSEPH SRN: 822: SAN KARAPPALLY,INDIA
6273,16811,2249,,,,,,St Mary,VIC,Western,Geelong,Geelong,PENAFRANCIA: ,PHILIPPINES
